ID,Code,Day,Month,Year,Addressed from (Actual) ,Reg. Place written,Reg. Place written city,Reg. Place written country,"Reg. Place written, second city",Autograph or Typed,PhysDes,initialed or signed,phys descr detail,PhysDes notes,leaves,sides,Envelope,Postmark (Actual),Addressed to (Actual),Reg. recipient,Reg place sent,Reg. PlaceSent City,Reg. PlaceSent Country,Additional,Repository,Public?,Collection,Repository information,Second Repository,SECOND PUBLIC?,OwnerRights,PrimaryLang,File,Sender,PlacePrevPubl,Verified
13851,SABE 13-04-78 JUCA,13,4,78,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,y
13852,SABE 06-01-80 JUCA,6,1,80,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,Y
13853,SABE 17-03-80 JUCA,17,3,80,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,Y
13854,SABE 20-04-80 JUCA,20,4,80,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,
13855,SABE 28-08-80 JUCA,28,8,80,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,
13856,SABE 29-08-80 JUCA,29,8,80,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,Y
13857,SABE 14-04-82 JUCA,14,4,82,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,y
13858,SABE 14-04-83 JUCA,14,4,83,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,
13859,SABE 5-04-85 JUCA,5,4,85,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,Y
13860,SABE 22-04-85 JUCA,22,4,85,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,
13861,SABE 13-04-85 JUCA,13,4,85,Paris,,Paris,France,,A,C,S,,,1,1,,,Julio Castronuovo,Julio Castronuovo,,Madrid,Spain,"imprinted, photocopy",University of Reading,public,Knowlson,"uor, jek a/2/50",,,Beckett,French,CASTRONUOVO,Samuel Beckett,,
13862,SABE 26-11-83 SHCO,26,11,83,PARIS,,Paris,France,,A,C,S,,,1,1,,,SHEILA COLVIN,SHEILA COLVIN,EDINBURGH,,,,COLVIN,private,,,,,Beckett,English,COLVIN,Samuel Beckett,,y
13863,SABE 09-08-84 SHCO,9,8,84,PARIS,,Paris,France,,A,C,S,,,1,1,,,SHEILA COLVIN,SHEILA COLVIN,EDINBURGH,,,,COLVIN,private,,,,,Beckett,English,COLVIN,Samuel Beckett,,Y
13864,SABE 16-2-60 MAMI,16,2,60,,,,,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13865,SABE ND[c. 1961] MAMI,0,0,61,,,,,,A,C,S,,,1,2,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13866,SABE 25-04-61 MAMI,25,4,61,Paris,,Paris,France,,A,L,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13867,SABE 15-10-61 MAMI,15,10,61,Paris,,Paris,France,,A,L,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,Y
13868,SABE 7-2-62 MAMI,7,2,62,Paris,,Paris,France,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,Y
13869,SABE 11-12-63 MAMI,11,12,63,Paris,,Paris,France,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13870,SABE 3-04-66 MAMI,3,4,66,Paris,,Paris,France,,A,L,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13871,SABE14-04-66 MAMI,14,4,66,Paris,,Paris,France,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13872,SABE 11-08-68 MAMI,11,8,68,Paris,,Paris,France,,A,C,S,,,1,2,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,y
13873,SABE 18-09-69 MAMI,18,9,69,Paris,,Paris,France,,A,PC,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,15 Rue du Dragon,Paris,France,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13874,SABE 23-10-70 MAMI,23,10,70,Paris,,Paris,France,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,Y
13875,SABE 23-05-71 MAMI,23,5,71,Paris,,Paris,France,,A,C,S,,,1,2,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13876,SABE 09-?-72 MAMI,9,0,72,Paris,,Paris,France,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13877,SABE 17-10-72 MAMI,17,10,72,Paris,,Paris,France,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13878,SABE 14-04-76 MAMI,14,4,76,Paris,,Paris,France,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13879,SABE 19-10-78 MAMI,19,10,78,,,,,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,Y
13880,SABE 02-02-83 MAMI,2,2,83,,,,,,A,C,S,,,1,1,,,Marcel Mihalovici,Marcel Mihalovici,,,,"photocopy, imprinted",University of Reading,public,Knowlson,"uor, jek a/2/204",,,Beckett,French,MIHALOVICHI,Samuel Beckett,,
13881,SABE 09-07-76 JATH,9,7,76,Paris,,Paris,France,,A,C,S,,,1,1,,,Jack Thieuloy,Jack Thieuloy,,Paris,France,"photocopy, imprinted",University of Reading,public,Knowlson,"uor, jek a/2/287",,,Beckett,French,THIEULOY,Samuel Beckett,,
13882,SABE 23-09-77 JATH,23,9,77,Berlin,,Berlin,Germany,,A,C,S,,,1,2,,,Jack Thieuloy,Jack Thieuloy,,Paris,France,photocopy,University of Reading,public,Knowlson,"uor, jek a/2/287",,,Beckett,French,THIEULOY,Samuel Beckett,,Y
13883,SABE 14-11-77 JATH,14,11,77,Paris,,Paris,France,,A,C,S,,,1,1,,,Jack Thieuloy,Jack Thieuloy,,Paris,France,"photocopy, imprinted",University of Reading,public,Knowlson,"uor, jek a/2/287",,,Beckett,French,THIEULOY,Samuel Beckett,,
13884,SABE 02-12-76 BWO,2,12,76,Paris,,Paris,France,,A,C,S,,,1,1,,,B. Wognar,B. Wognar,,,Australia,"photocopy, imprinted",University of Reading,public,Knowlson,"uor, jek a/2/310",,,Beckett,English,B. WONGAR,Samuel Beckett,,
13885,SABE 14-01-77 BWO,14,1,77,Paris,,Paris,France,,A,C,S,,,1,1,,,B. Wognar,B. Wognar,,,Australia,"photocopy, imprinted",University of Reading,public,Knowlson,"uor, jek a/2/310",,,Beckett,English,B. WONGAR,Samuel Beckett,,
13886,SABE 28-03-84 BWO,28,3,84,Paris,,Paris,France,,A,C,S,,,1,1,,,B. Wognar,B. Wognar,,,Australia,"photocopy, imprinted",University of Reading,public,Knowlson,"uor, jek a/2/310",,,Beckett,English,B. WONGAR,Samuel Beckett,,
13887,SABE 12-05-69 SIME,12,5,69,PARIS,,Paris,France,,A,L,S,,,1,1,,,SIDNEY MEYERS,SIDNEY MEYERS,NEW YORK,,,,MEYERS,,,,,,Beckett,English,MEYERS,Samuel Beckett,,
13888,SABE 31-05-70 EDME,31,5,70,ALGHERO SARDINIA,,"Alghero, Sardinia",Italy,,A,L,S,,,1,1,,,EDNA MEYERS,EDNA MEYERS,NEW YORK,,,,MEYERS,,,,,,Beckett,English,MEYERS,Samuel Beckett,,
13889,SABE 12-10-83 EUIS,12,10,83,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,?-?-83,EUGENE ISTOMIN,EUGENE ISTOMIN,WATERSIDE SOUTH APT 700 NEW HAMPSHIRE AVE WASHINGTON DC 20037,,,,ISTOMIN COLLECTION,private,,ISTOMIN COLLECTION; PHOTOCOPY UoR JEK A/2/145,UoR,,Beckett,English,ISTOMIN,Samuel Beckett,,
13890,SABE 15-11-83 EUIS,15,11,83,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,E,?-?-83,EUGENE ISTOMIN,EUGENE ISTOMIN,WATERSIDE SOUTH APT 700 NEW HAMPSHIRE AVE WASHINGTON,,,"""SCENERY WITH RAINBOW"" PETER PAUL RUBENS",ISTOMIN COLLECTION,private,,ISTOMIN COLLECTION; PHOTOCOPY UoR JEK A/2/145,UoR,,Beckett,English,ISTOMIN,Samuel Beckett,,Y
13891,SABE 28-8-84 EUIS,28,8,84,PARIS,,Paris,France,,A,PC,S,,,1,1,E,29-8-84,EUGENE ISTOMIN,EUGENE ISTOMIN,2029 CONNECTICUTT AVE NW WASHINGTON DC 20008 USA,,,""" UN DIMANCHE AU JARDIN DE TULLERIES""",ISTOMIN COLLECTION,private,,ISTOMIN COLLECTION; PHOTOCOPY UoR JEK A/2/145,UoR,,Beckett,English,ISTOMIN,Samuel Beckett,,
13892,SABE 11-04-86 EUIS,11,4,86,PARIS,,Paris,France,,A,C,S,,,1,1,E,,EUGENE ISTOMIN,EUGENE ISTOMIN,2029 CONNECTICUT AVE NW WASHINGTON DC 20008 USA,,,IMPRINTED,ISTOMIN COLLECTION,private,,ISTOMIN COLLECTION; PHOTOCOPY UoR JEK A/2/145,UoR,,Beckett,English,ISTOMIN,Samuel Beckett,,
13893,SABE 17-06-72 JALE,17,6,72,PARIS,,Paris,France,,A,C,S,,,1,1,,,JAY LEVY,JAY LEVY,SAN FRANCISCO,,,DEDICATION TO JAY LEVY,Levy J,,,,,,Beckett,English,LEVY J,Samuel Beckett,,
13894,SABE 08-[01]-82 FRPO,8,1,82,,,,,,,Envelope,,,,1,1,E,08-[01]-82,FRANCOISE PORTE,FRANCOISE PORTE,PARIS,,,ENVELOPE W/O LETTER,PORTE,private,,,,,Beckett,French,PORTE,Samuel Beckett,,
13895,SABE 28-10-86 KAWO,28,10,86,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,E,29-10-86 L,KATHARINE WORTH,KATHARINE WORTH,48 ELMFIELD AVE/TEDDINGTON/MIDDS/TW11 8BT/ANGLETERRE,,,"REST. DU COUCOU, PARIS 19",Worth,public,,,,,Beckett,English,WORTH,Samuel Beckett,,
13896,SABE 28-10-86 MIMA,28,10,86,PARIS,,Paris,France,,A,C,S,,,1,1,,,MICHAEL MANTLER,MICHAEL MANTLER,NEW YORK,,,IMPRINTED,MANTLER,,,,,,Beckett,English,MANTLER,Samuel Beckett,,
13897,SABE 30-03-87 EUIS,30,3,87,Paris,,Paris,France,,A,PC,S,,,1,1,,,Eugene Istomin,Eugene Istomin,,,,photocopy,University of Reading,public,Knowlson,uor jek a/2/145,,,Beckett,English,ISTOMIN,Samuel Beckett,,
13898,SABE 29-09-76[for 29-10-76] TRPO,29,10,76,Paris,,Paris,France,,A,C,S,,,1,2,,,Tristram Powell,Tristram Powell,,London,England,imprinted,University of Reading,public,Knowlson,uor jek a/2/237,,,Beckett,English,BBC,Samuel Beckett,,Y
13899,SABE 18-11-76 TRPO,18,11,76,Paris,,Paris,France,,A,C,S,,,1,1,,,Tristram Powell,Tristram Powell,,London,England,,University of Reading,public,Knowlson,uor jek a/2/237,,,Beckett,English,BBC,Samuel Beckett,,
13900,SABE 27-11-76 TRPO,27,11,76,,,,,,T,L,S,,,,,,,Tristram Powell,Tristram Powell,,London,England,,University of Reading,public,Knowlson,uor jek a/2/237,,,Beckett,English,BBC,Samuel Beckett,,
13901,SABE 18-07-79 TRPO,18,7,79,Ussy sur Marne,,Ussy-sur-Marne,France,,A,C,S,,,1,2,,,Tristram Powell,Tristram Powell,,London,England,,University of Reading,public,Knowlson,uor jek a/2/237,,,Beckett,English,BBC,Samuel Beckett,,
13902,SABE 04-06-74 IGPI,4,6,74,Stuttgart,,Stuttgart,Germany,,A,C,S,,,1,1,E,"9-4-74, STUTTGART",Igor Pissarev,Igor Pissarev,Rojdestvensky Boulevard 9 ,Moscow,Russia,,University of Reading,public,Knowlson,uor jek a/2/235,,,Beckett,French,PISSAREV,Samuel Beckett,,
13903,SABE 11-05-77 IGPI,11,5,77,Paris,,Paris,France,,A,C,S,,,1,1,E,ILLEG,Igor Pissarev,Igor Pissarev,Rojdestvensky Boulevard 9 ,Moscow,Russia,imprinted,University of Reading,public,Knowlson,uor jek a/2/235,,,Beckett,French,PISSAREV,Samuel Beckett,,
13904,SABE 12-04-80 IGPI,12,4,80,Paris,,Paris,France,,A,C,S,,,1,1,E,ILLEG,Igor Pissarev,Igor Pissarev,51-2-546 Orekhovyy Bul'var,Moscow,Russia,imprinted,University of Reading,public,Knowlson,uor jek a/2/235,,,Beckett,French,PISSAREV,Samuel Beckett,,
13905,SABE 8-1-87 HASC,8,1,87,Paris,,Paris,France,,A,C,S,,,1,1,,,Hans-Jurgen Schultze,Hans-Jurgen Schultze,,Weimar,Germany,imprinted,University of Reading,public,Knowlson,uor jek a/2/260,,,Beckett,English,SCHULTZE,Samuel Beckett,,
13906,SABE 10-11-81 ALMA,10,11,81,Paris,,Paris,France,,A,C,S,,,1,2,E,"10-11-81, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,Y
13907,SABE 06-02-82 ALMA,6,2,82,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"6-2-82, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,Y
13908,SABE 12-03-82 ALMA,12,3,82,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"14-3-82, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13909,SABE 16-03-82 ALMA,16,3,82,Paris,,Paris,France,,A,C,S,,,1,1,E,"16-3-82, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,Y
13910,SABE 03-05-82 ALMA,3,5,82,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"3-5-82, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca. 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13911,SABE 15-09-82 ALMA,15,9,82,Paris,,Paris,France,,A,C,S,,,1,1,E,"15-9-82, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13912,SABE 14-03-83 ALMA,14,3,83,Paris,,Paris,France,,A,C,S,,,1,2,E,"15-3-83, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca. 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13913,SABE 09-05-83 ALMA,9,5,83,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,uncancelled,"Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13914,SABE 21-08-83 [for 21-07-83] ALMA,21,7,83,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"22-7-83, Paris","Monsieur Alan Mandell, Hôtel Duminy, 3 Rue du Mont-Thabor, 75001 Paris",Alan Mandell,Hôtel Duminy,Paris,France,"Top margin: ""urgent, a remettre au destinaire des son arrivée."" Dating: July 24 was a Sunday in 1983; however, SB did not leave Paris thereafter, nor did he in August.","University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,Y
13915,SABE 28-12-83 ALMA,28,12,83,Paris,,Paris,France,,A,PC,S,,,1,1,E,"28-12-83, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,"""Paris 1900: Les bouquinistes sur le quai des Grands Augustins""","University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,Y
13916,SABE 08-03-84 ALMA,8,3,84,Paris,,Paris,France,,A,C,S,,,1,1,E,_-3-85,"Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13917,SABE 21-03-84 ALMA,21,3,84,Paris,,Paris,France,,A,PC,S,,,1,1,E,"27-3-84, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,"""Paris 1900: La bouquetière""","University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13918,SABE 19-04-84 ALMA,19,4,84,Paris,,Paris,France,,A,C,S,,,1,1,E,uncancelled,"Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13919,SABE 16-09-79 DUSC,16,9,79,PARIS,,Paris,France,,A,L,S,,,1,1,,,DUNCAN SCOTT,DUNCAN SCOTT,16-9-79,,,IMPRINTED,SCOTT,private,,,,,Beckett,English,SCOTT D,Samuel Beckett,,
13920,SABE 08-09-86 DAWA,8,9,86,Paris,,Paris,France,,A,PC,S,,,1,1,E,8/9/86,David Warrilow,David Warrilow,428 East 9th Street,"New York, NY",USA,la charette de foin,University of Reading,public,Samuel Beckett Archives,"uor-samuel beckett archives, reading university, england",,,Beckett,English,WARRILOW,Samuel Beckett,,
13921,SABE 24-10-85 SEGO,24,10,85,PARIS,,Paris,France,,A,C,S,,,1,1,E,"24-10-85, PARIS",S.E. GONTARSKI,S.E. GONTARSKI,DEPT OF ENGLISH GEORGIA INST OF TECHNOLOGY,,,IMPRINTED,Trinity College Dublin,public,MS 11465,TCD MS 11465/1/46,,,Beckett,English,GONTARSKI,Samuel Beckett,,Y
13922,SABE 01-11-86 DOGR,1,11,86,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,E,"2-11-86, LA FERTE SOUS JOUARRE",DOUGLAS GRAHAM,DOUGLAS GRAHAM,"FOREST COLLAGE/LOCKERIDGE, WILTS SN8 4EG/ANGLETERRE",,,"""Paris 1900: Mid-lent at the Place de L'Hotel-de-ville""",GRAHAM,private,,,,,Beckett,English,GRAHAM,Samuel Beckett,,
13923,SABE 03-11-86 SIKE,3,11,86,Ussy,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"4-11-86, La Ferté-sous-Jouarre","Ms. Sighle Kennedy, 535 West 113 St., New York, N.Y. 10025, U.S.A.",Sighle Kennedy,535 West 113th Street,New York,USA,,Columbia University,public,"Sighle Kennedy papers, circa 1920s-1996",MSS 0701,,,Beckett,English,KENNEDY S,Samuel Beckett,,Y
13924,SABE 21-05-87 ALMA,21,5,87,Paris,,Paris,France,,A,C,S,,,1,1,E,"21-5-87, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13925,SABE [after 24-10-87] ALMA,24,10,87,,,,,,A,PC,S,,,1,1,,,,Alan Mandell,,Los Angeles,USA,"""Paris 1900: Notre-Dame et Quai Saint-Michel""","University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13926,SABE 28-11-87 ALMA,28,11,87,Paris,,Paris,France,,A,PC,S,,,1,1,E,"29-11-87, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,"""Paris 1900: Montmartre, Le Moulin de la Galette""","University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13927,SABE 19-03-88 ALMA,19,3,88,Paris,,Paris,France,,A,C,S,,,1,1,E,uncancelled,"Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,,"University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,Y
13928,SABE 14-04-88 ALMA,14,4,88,,,,,,A,PC,S,,,1,1,E,"15-4-88, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,"""Vieux Paris-L'hopital St-Louis au XVII siècle""","University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13929,SABE 2[9]-12-88 ALMA,29,12,88,Paris,,Paris,France,,A,PC,S,,,1,1,E,"29-12-88, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,"""Epoque 1900: Déjeuner sur l'herbe aux bords de la Marne""","University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
13930,SABE 27-07-89 ALMA,27,7,89,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"27-7-89, Paris","Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca. 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,"With ADC N162 Roger Blin picture, Samuel Beckett ""En Attendant Godot"" 1961.","University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,Y
13931,SABE 1-7-61 JOLA,1,7,61,Paris,,Paris,France,,A,L,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Malahide, County Dublin",Ireland,transcirption at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
